itemId,rateContent,ItemType,userNick,rateDate,ItemPrice,ItemName,ItemSales
,,,,,1698.00,Sanyo/三洋 XQG70-F11310BSZ 7公斤精变频全自动滚筒大容量洗衣机,101
,,,,,1399.00,Galanz/格兰仕UG612 6公斤全自动变频滚筒洗衣机家用甩干脱水杀菌,249
,,,,,3399.00,Haier/海尔 XQG75-BX1219N 7.5公斤全自动变频滚筒洗衣机脱水甩干,114
,,,,,1998.00,Whirlpool/惠而浦 WF710921L5W 7.5kg滚筒洗衣机全自动 节能静音,55
,,,,,4499.00,西门子洗衣机XQG80-WM12P1C81W 8公斤 变频滚筒洗衣机无刷电机,200
,,,,,1598.00,Sanyo/三洋 WF710668BIS0S 7公斤智能全自动变频滚筒洗衣机不锈钢,204
,,,,,2998.00,Sanyo/三洋 DG-F75366BG 7.5公斤变频滚筒洗衣机,9
,,,,,1498.00,Sanyo/三洋 WF610312S5S 6.5公斤超薄全自动家用滚筒洗衣机节能,29
,,,,,2998.00,Littleswan/小天鹅 TG80-1411DXS 8公斤全自动变频滚筒洗衣机,8
,,,,,2799.00,Whirlpool/惠而浦 WG-F70821BW 7公斤 变频滚筒全自动洗衣机 静音,46
,,,,,1399.00,Galanz/格兰仕 XQG70-Q712 7公斤全自动滚筒洗衣机LED显示屏家用,725
,,,,,5590.00,SIEMENS/西门子 XQG90-WM12P2691W 9公斤变频滚筒大容量洗衣机,13
,,,,,3998.00,Littleswan/小天鹅 TG90-1411DXS 9公斤变频滚筒洗衣机,2
,,,,,4298.00,Sanyo/三洋 DG-L7533BXG 7.5公斤全自动变频滚筒洗衣机甩干家用,22
,,,,,2099.00,Blomberg/博伦博格WNF80221JS 8公斤全自动家用滚筒智能洗衣机,3
,,,,,4799.00,LG WD-H12428D 7公斤滚筒洗衣机 轻薄设计 DD变频电机保修十年,61
,,,,,3099.00,Blomberg/博伦博格WNF80242XS 8公斤智能云wifi变频滚筒洗衣机,1
,,,,,6398.00,Whirlpool/惠而浦 WG-F85831BHK 8.5kg变频烘干滚筒全自动洗衣机,7
,,,,,1899.00,Blomberg/博伦博格WNF70221JS 7公斤全自动家用滚筒智能洗衣机,4
,,,,,5698.00,Haier/海尔 XQG80-BD1626 8kg/公斤 大容量 水晶变频 滚筒洗衣机,4
,,,,,5299.00,LG WD-T1450B0S 8公斤 DD变频滚筒洗衣机 智能手洗 蒸汽喷淋技术,2
,,,,,3590.00,SIEMENS/西门子 WM10E2601W 7公斤 滚筒家用洗衣机,19
,,,,,1898.00,Littleswan/小天鹅 TG70-easy60WX 7公斤滚筒洗衣机 APP智能操控,0
,,,,,5699.00,Haier/海尔 XQG90-BDX1626 9kg/公斤变频静音滚筒洗衣机,21
,,,,,2398.00,Whirlpool/惠而浦 WG-F70821W 7kg滚筒洗衣机 全自动  家用节能,37
,,,,,2699.00,Whirlpool/惠而浦 WG-F80821W 8kg滚筒洗衣机 全自动 超薄节能,1
,,,,,2498.00,Midea/美的 MG80-eco31WDX8公斤滚筒洗衣机,0
,,,,,5898.00,Sanyo/三洋 DG-L7533BHC 7.5公斤带烘干功能全自动滚筒洗衣机,0
,,,,,4498.00,Whirlpool/惠而浦 WG-F75831BK 7.5kg变频滚筒全自动洗衣机,0
,,,,,8650.00,LG WD-A1450B7H  DD直驱变频 高温蒸汽杀菌 8公斤滚筒洗衣机,1
,,,,,3198.00,Whirlpool/惠而浦 WG-F80821BW 8公斤 变频滚筒洗衣机 静音超薄,33
,,,,,139.00,蓝月亮机洗绝配滚筒亮白礼盒装,0
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456795
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
,,,,,899.00,Haier/海尔XQB60-M1269 6公斤全自动波轮洗衣机家用节能省水,8312
,,,,,999.00,Haier/海尔XQB70-M1269S 7公斤全自动波轮洗衣机家用甩干脱水单筒,5362
,,,,,1298.00,Littleswan/小天鹅 TB75-8168H 7.5公斤全自动波轮洗衣机家用甩干,1356
,,,,,849.00,Haier/海尔 XQB55-M1258 关爱 5.5公斤全自动波轮洗衣机苏宁配送,927
,,,,,898.00,Littleswan/小天鹅 TB60-V1059H 6公斤全自动波轮洗衣机家用甩干,2047
,,,,,1098.00,Sanyo/三洋DB7058ES 7公斤三洋家用节能全自动波轮洗衣机甩干脱水,728
,,,,,688.00,Qishuai奇帅XQB60-6068 6公斤全自动家用节能波轮洗衣机,515
,,,,,998.00,Whirlpool/惠而浦 WT7866S0W 7公斤全自动波轮洗衣机家用甩干脱水,3724
,,,,,699.00,Galanz/格兰仕 XQB60-J5 6公斤全自动波轮洗衣机家用宿舍包邮甩干,4677
,,,,,798.00,小天鹅(Little Swan) TB55-V1068 5.5公斤 波轮洗衣机,323
,,,,,1299.00,Hisense/海信 XQB70-H3568 7公斤全自动波轮洗衣机家用不锈钢单筒,1560
,,,,,1098.00,Sanyo/三洋 WT8455M0S大容量8公斤家用全自动省水波轮洗衣机,276
,,,,,898.00,Sanyo/三洋 DB7056SN 7公斤波轮洗衣机全自动大容量家用甩干脱水,2205
,,,,,898.00,Midea/美的 MB65-1000H 6.5公斤全自动节能甩干波轮洗衣机家用,94
,,,,,2098.00,Panasonic/松下 XQB75-Q7321 7.5公斤大容量全自动波轮洗衣机,239
,,,,,798.00,Midea/美的MB60-V2011WL 6公斤波轮洗衣机全自动不锈钢家用型单筒,924
,,,,,898.00,Midea/美的 MB65-eco11W 6.5公斤 波轮洗衣机 WIFI智能远程操控,90
,,,,,828.00,Sanyo/三洋 XQB65-951Z 6.5公斤波轮洗衣机全自动,84
,,,,,3199.00,Haier/海尔 XQS75-BZ1328 7.5公斤变频双动力波轮洗衣机苏宁配送,55
,,,,,828.00,Sanyo/三洋 XQB60-S650Z 6kg家用全自动波轮洗衣机,154
,,,,,998.00,小天鹅(Little Swan) TB65-8168H 6.5公斤 波轮洗衣机,44
,,,,,798.00,Sanyo/三洋 XQB50-S550Z 5kg全自动波轮洗衣机,88
,,,,,798.00,Sanyo/三洋 XQB55-851Z 5.5kg全自动波轮洗衣机 奋斗族实惠家用,474
,,,,,1199.00,Haier/海尔 EB75M2WD 7.5kg/公斤全自动智能波轮洗衣机苏宁配送,173
,,,,,3999.00,Haier/海尔 MS70-BZ1528 7公斤变频免清洗波轮洗衣机苏宁配送,23
,,,,,1799.00,Haier/海尔XQS70-Z12699 7公斤全自动双动力波轮洗衣机家用不锈钢,416
,,,,,1099.00,Hisense/海信 XQB60-H3568 洗衣机全自动6公斤波轮家用单筒带甩干,35
,,,,,2399.00,Haier/海尔 XQS70-Z1626 7公斤双动力全自动波轮洗衣机家用节能型,16
,,,,,699.00,Konka/康佳 XQB55-718全自动波轮洗衣机5.5kg公斤家用洗衣机,569
,,,,,2398.00,Panasonic/松下 XQB75-H7231 7.5kg全自动波轮洗衣机 泡沫净,60
,,,,,1398.00,Littleswan/小天鹅 TB75-easy60W 7.5公斤波轮洗衣机 APP智能操控,14
,,,,,1579.00,Panasonic/松下 XQB65-Q6321 6.5公斤全自动波轮洗衣机家用脱水,146
,,,,,2798.00,Panasonic/松下 XQB80-H8252 8公斤大容量全自动波轮洗衣机,10
,,,,,1399.00,Blomberg/博伦博格WNT7011QB 7公斤全自动家用节能波轮智能洗衣机,5
,,,,,1798.00,Whirlpool/惠而浦 WB70803 7公斤 波轮洗衣机全自动 家用节能静音,15
,,,,,1199.00,Blomberg/博伦博格WNT6011QB 6公斤全自动家用节能波轮智能洗衣机,7
,,,,,4099.00,Haier/海尔 MS85-BZ13288 8.5kg/公斤免清洗双动力变频波轮洗衣机,4
,,,,,1499.00,Blomberg/博伦博格WNT7021QB 7公斤全自动家用智能WIFI波轮洗衣机,4
,,,,,2098.00,Whirlpool/惠而浦 WB80803波轮洗衣机大容量全自动8公斤家用静音,29
,,,,,1598.00,Littleswan/小天鹅 TB80-V1059H 8公斤全自动波轮洗衣机,5
,,,,,3698.00,Littleswan/小天鹅 TB85-6188IDCL(G) 8.5公斤智能变频滚筒洗衣机,42
,,,,,3799.00,Haier/海尔 MS75-BZ13288 7.5kg/公斤免清洗双动力变频波轮洗衣机,4
,,,,,4699.00,Haier/海尔 MS80-BZ1528 8kg/公斤免清洗 双动力 变频 波轮洗衣机,7
,,,,,2988.00,Panasonic/松下 XQB90-Q9132 9KG大容量家用全自动波轮洗衣机,21
,,,,,999.00,Skyworth/创维 T70F  7公斤全自动波轮洗衣机  智能自动 省水省电,33
,,,,,2698.00,Littleswan/小天鹅TB75-6088DCLS 7.5公斤波轮洗衣机变频电机静音,0
,,,,,3399.00,Blomberg/博伦博格WNT8021QB 8公斤全自动家用智能WIFI波轮洗衣机,0
,,,,,2498.00,Sanyo/三洋 DB7535BXS 7.5公斤变频波轮洗衣机,1
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456795
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
,,,,,555.00,Qishuai奇帅XQB33-333 3.3公斤全自动婴儿家用儿童迷你波轮洗衣机,163
,,,,,1249.00,Panasonic/松下 XQB28-P200W迷你波轮全自动小洗衣机婴幼儿专用,60
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456795
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
,,,,,849.00,Haier/海尔 XQB55-M1258 关爱 5.5公斤全自动波轮洗衣机苏宁配送,927
,,,,,898.00,Littleswan/小天鹅 TB60-V1059H 6公斤全自动波轮洗衣机家用甩干,2047
,,,,,688.00,Qishuai奇帅XQB60-6068 6公斤全自动家用节能波轮洗衣机,515
,,,,,699.00,Galanz/格兰仕 XQB60-J5 6公斤全自动波轮洗衣机家用宿舍包邮甩干,4677
,,,,,798.00,小天鹅(Little Swan) TB55-V1068 5.5公斤 波轮洗衣机,323
,,,,,555.00,Qishuai奇帅XQB33-333 3.3公斤全自动婴儿家用儿童迷你波轮洗衣机,163
,,,,,1299.00,Hisense/海信 XQB70-H3568 7公斤全自动波轮洗衣机家用不锈钢单筒,1560
,,,,,999.00,Galanz/格兰仕 XQG60-A708C 6公斤全自动滚筒洗衣机家用节能甩干,2468
,,,,,898.00,Midea/美的 MB65-1000H 6.5公斤全自动节能甩干波轮洗衣机家用,94
,,,,,898.00,Midea/美的 MB65-eco11W 6.5公斤 波轮洗衣机 WIFI智能远程操控,90
,,,,,828.00,Sanyo/三洋 XQB65-951Z 6.5公斤波轮洗衣机全自动,84
,,,,,999.00,Skyworth/创维 F60A 6公斤 滚筒洗衣机智能自动省水省电,312
,,,,,828.00,Sanyo/三洋 XQB60-S650Z 6kg家用全自动波轮洗衣机,154
,,,,,798.00,Sanyo/三洋 XQB50-S550Z 5kg全自动波轮洗衣机,88
,,,,,798.00,Sanyo/三洋 XQB55-851Z 5.5kg全自动波轮洗衣机 奋斗族实惠家用,474
,,,,,1099.00,Hisense/海信 XQB60-H3568 洗衣机全自动6公斤波轮家用单筒带甩干,35
,,,,,699.00,Konka/康佳 XQB55-718全自动波轮洗衣机5.5kg公斤家用洗衣机,569
,,,,,999.00,Skyworth/创维 T70F  7公斤全自动波轮洗衣机  智能自动 省水省电,33
,,,,,599.00,Skyworth/创维 AIUI98老人看戏机智能网络广场舞音响播放器小电视,0
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456795
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
,,,,,999.00,Toshiba/东芝 32L15EBC 32英寸 高清蓝光 LED液晶电视,14
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456796
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
,,,,,200.00,爱仕达ASD 新不粘三件套WG03CTJS(炒锅 煎锅 汤锅),82
,,,,,2849.00,Midea/美的大1.5匹变频冷暖空调KFR-35GW/WPAA3家用除湿空调挂机,1941
,,,,,2599.00,Midea/美的KFR-35GW/WPAD3大1.5匹家用定频壁挂式冷暖空调挂机,3010
,,,,,7.50,【苏宁易购】清风 抽纸纸巾原木纯品面纸2层150*4包,456796
,,,,,96.80,【苏宁易购】奥妙净蓝全效洗衣液3KG*2+1KG*3+金纺柔顺502ml*2,10880
,,,,,29.90,【苏宁易购】卫新 香薰洗衣液 索菲亚玫瑰 4.26kg 威露士出品,12121
,,,,,35.90,【苏宁易购】清风 抽纸 淡绿花 原生木浆 2层200抽*20包 整箱,169749
,,,,,25.00,【苏宁易购】 君乐宝 开啡尔 常温 酸奶200g*8 定制包装 数量有限,92855
,,,,,79.00,官方正品小米移动电源10000毫安小巧 大容量手机平板通用充电宝,40145
