Comment,Like,Transfer,Co_oridinates,id,Content,PubTime,Tools,ID
0,18,19,,2434595460-M_DoqXVlOkh,那个没接住枪的哥们绝望了！这一本正经的尴尬是什么鬼！,今天 05:25 ,即刻笔记,2434595460
0,13,19,,2434595460-M_DoqPOqsSo,如果给你一个机会选择，你最想跟谁一起共进晚餐？一个短片给你最“出人意料”的答案，暖心~,今天 05:05 ,即刻笔记,2434595460
0,17,19,,2434595460-M_DoqHLkJpW,搞笑合集~  无聊的时候，上厕所的时候，一定要记得看哦~  ,今天 04:45 ,即刻笔记,2434595460
2,25,27,,2434595460-M_DoqzzFW7y,妈妈问我为什么跪着刷微博？因为这视频的脑洞实在太大了！！！ ,今天 04:25 ,即刻笔记,2434595460
2,9,14,,2434595460-M_DoqrtBQ0v,哈哈哈哈这是我看过最欢乐的兵乓球比赛了！分数什么的根本不重要！,今天 04:05 ,即刻笔记,2434595460
1,44,30,,3241616574-M_DorZfbnVb,韩系Daily春日妆*裸色唇妆最清新~~ ,今天 08:01 ,微博 weibo.com,3241616574
1,17,0,,3241616574-M_DoooxsZCo,护肤技巧大放送，不同肤质的洗脸秘诀，赽�用直到屈... 查看文章,03月18日 10:19 ,360安全浏览器,1405160324
0,9,0,"35.84776,111.23687",2607106047-M_Dolxa7B7h,九点收到通知，让我十点五十准备一节公开课，没有一丝丝防备，人生第一次公开课诶，就不能提前通知我么！最后一句，我们真的住在山脚下，特此图片证明 ,03月28日 15:35 ,小米手机4,2607106047
7,7,1,"35.84776,111.23687",2607106047-M_DnVIRz7dM,两个下午抽空画的一个哥哥！ ,03月25日 21:52 ,小米手机4,2607106047
2,8,0,"35.84776,111.23687",2607106047-M_DnCvAr0QJ,一天上了七节课，还拦了二十分钟的架，(二年级的小孩儿力气快比我的大了！)，整个人都不好了。最后分享班花一枚和三公村偶像女团[噢耶][噢耶] ,03月23日 20:57 ,小米手机4,2607106047
4,6,0,"35.84707,111.23874",2607106047-M_DntWg8vGH,在三公村支教，每天看着可爱的孩子们，就想起了曾经弹过的一首歌 ,03月22日 23:08 ,小米手机4,2607106047
2,5,0,"35.83806,111.24716",2607106047-M_Dnatjo7r8,为了给学生上好美术课，拿起了自小学毕业就再也没有碰过的蜡笔，阳光🌞，沙滩[椰树]，海浪[海浪]，还缺一位老船长[爷爷](因为海里有鲨鱼🐋，怕老船长被吃了🙊！哈哈！) ,03月20日 21:35 ,小米手机4,2607106047
11,18,0,"35.83806,111.24716",2607106047-M_Dn6UVfWRV,我就这样毁自己吧！就拿自己练手吧！ ,03月20日 12:32 ,小米手机4,2607106047
2,1,0,,2607106047-M_DmPIzkXcd,来看看我拍的视频：“,03月18日 16:45 ,美拍,2607106047
0,5,0,"37.68487,112.70117",2607106047-M_DlXfbsXDb,I video chat with foreign language teacher for the first time. I can't more nervous![纠结][纠结] ,03月12日 22:04 ,小米手机4,2607106047
12,1,0,,2607106047-M_DiZfh9rtR,我就想知道第一排你们要干啥？,02月22日 09:39 ,小米手机4,2607106047
0,0,0,,2607106047-M_DidTsoayc,天上掉红包，不捡白不捡！ヽ(^。^)ノ 我被,02月17日 09:06 ,粉丝红包,2607106047
379,1439,842,,5379707231-M_DnVZv9bii,Pony好友Das单眼皮的美妆大神，完美单眼皮妆容教程。 ,03月25日 22:33 ,秒拍网页版,5379707231
174,2339,1478,,5379707231-M_DnVhl8aiU,化妆刷大扫盲，如何正确选择化妆刷。,03月25日 20:44 ,微博 weibo.com,5379707231
326,2039,16,,5379707231-M_DnACGCkD6,感谢PONY，感谢默默关注我的朋友！作为PONY视频搬运工，同是PONY的粉丝。在搬运视频的时候，生怕大家听不懂韩语，每次都将视频转化为中文，同时也整理了许多护肤化妆技巧，希望能给大家带来实实在在的帮助。现在Pony的官博,03月23日 16:09 ,iPhone 6s(玫瑰金),5379707231
174,1178,352,,5379707231-M_Dnu8nhwc4,详细图文步骤 ,03月22日 23:38 ,微博 weibo.com,5379707231
1599,4958,2542,,5379707231-M_Dnkipz0DP,Taylor swift仿妆视频 ,03月21日 22:35 ,秒拍网页版,5379707231
181,1372,501,,5379707231-M_Dn17RwTtn,Pony咬唇妆gif版] 小技巧是用棕色眉笔勾勒出视觉效果小翘唇&突出层次感 值得学起来[给力][给力][给力,03月19日 21:47 ,微博 weibo.com,5379707231
240,1422,532,,5379707231-M_DmZnukb1e,春季该换新发色啦~,03月19日 17:20 ,微博 weibo.com,5379707231
227,1880,950,,5379707231-M_DmISeb8wH,来自某粉丝的口红试色与使用心得......,03月17日 23:19 ,微博 weibo.com,5379707231
715,3518,2660,,5379707231-M_DmIqYvOdN,Pony修容GIF版 玩转爱丽小屋Play101美妆笔,03月17日 22:12 ,微博 weibo.com,5379707231
27,650,225,,5379707231-M_DmIc0FBjh,get....... ,03月17日 21:35 ,微博 weibo.com,5379707231
1272,4953,6793,,1805982651-M_DonhK3Elw,「还有哪些像《纪念碑谷》这样接近艺术的游戏？」  ,03月28日 20:02 ,搜狗高速浏览器,1805982651
116,516,207,,1805982651-M_DombZmzPs,「大神推荐」继续给大家推荐一批知乎上的大神，你们在知乎有好的回答也可以私信我，以后会经常推荐给大家的！图1作者：,03月28日 17:15 ,搜狗高速浏览器,1805982651
2498,1188,1639,,1805982651-M_Dom7Tu8db,手汗�276,625,,2647356685-M_DnBxAcr0f,不得不说，国漫越来越会玩了！这么污的动画真的可以？真的大丈夫？明明不是主打恐怖悬疑吗？各种乱入的触手、深喉都是什么鬼啊！为啥妈妈担心我在看小黄片！！！我看的真的是三观很正的国漫好伐！！！ ,03月23日 18:30 ,微博 weibo.com,2647356685
143,36,102,,5281069942-M_DnTGSxBv2,一天天的~也没多大爱好~就爱瞎折腾自己,03月25日 16:42 ,美图M4-夜间自拍神器,5281069942
197,218,314,,5281069942-M_DmJhG6ZYE,来看看我拍的视频：“,03月18日 00:22 ,美拍,5281069942
140,134,213,,5281069942-M_DmE4OkbqO,论拍摄角度真的很重要[doge]照骗[笑cry][笑cry,03月17日 11:07 ,美图M4-夜间自拍神器,5281069942
129,116,206,"31.7729,120.25688",5281069942-M_Dmf9kakde,爱笑的女生运气不会太差,03月14日 19:39 ,美图M4-夜间自拍神器,5281069942
108,109,206,"31.77297,120.25699",5281069942-M_DlOQpqprh,敷敷面膜睡觉[哈欠][哈欠][哈欠] ,03月12日 00:41 ,美图M4-夜间自拍神器,5281069942
103,111,205,"31.77258,120.25663",5281069942-M_DlKPBvfcP,害羞]需要韩货找我，可韩国直邮 ,03月11日 14:28 ,美图M4-夜间自拍神器,5281069942
125,127,205,"31.734905,120.197554",5281069942-M_DliXg0VCA,今天很冷呐 ,03月08日 15:30 ,美图M4-夜间自拍神器,5281069942
156,124,205,"29.02471,114.58879",5281069942-M_Dg1kLyDP3,大家,02月02日 21:27 ,美图M4-夜间自拍神器,5281069942
92,120,210,"30.92495,118.35609",5281069942-M_D0jZkezmA,害羞]我已长发及腰(就是太毛躁了哈哈哈)，待我练成川字腹肌，骚年娶我可好 ,2015-10-22 15:31:58 ,美图M4-夜间自拍神器,5281069942
171,199,212,"22.99793,114.32482",5281069942-M_Cv1UX50R7,其实今天想去,2015-08-09 15:46:52 ,美图M4-夜间自拍神器,5281069942
215,1577,40,,2346733525-M_DiTXDxbqG,快乐……开心！九点十分见！[哈哈,02月21日 20:12 ,iPhone 6,2346733525
294,1728,42,,2346733525-M_Di1YB8yyg,想不出作品谁也别想睡！,02月16日 02:46 ,iPhone 6,2346733525
115,1331,26,,2346733525-M_DhN5iEOa9,正月初七，今晚八点半！时光不老，我们不散！[哈哈][哈哈]快乐……开心！晚上见！每一期都留下美好的回忆！愿朋友永远幸福，平安！[心][祈祷,02月14日 12:51 ,iPhone 6,2346733525
123,1065,45,,2346733525-M_Dhvkacfrd,春晚看不到的，今晚20点20分，浙江卫视《王牌对王牌》看得到！快乐………开心！[心][祈祷,02月12日 15:38 ,iPhone 6,2346733525
160,1302,47,,2346733525-M_DfreV4NvG,少帅说：就算是明天拉出去枪毙，今天也得把觉睡好！好的睡眠好的心态，知己的陪伴！这是张学良将军的长寿之道！愿朋友睡眠好！快乐………………开心！[心][月亮][祈祷,01月30日 01:34 ,iPhone 6,2346733525
182,1053,23,,2346733525-M_DeE3btWQE,欢乐喜剧人第二期！今晚九点二十一见！快乐……开心！[心][祈祷,01月24日 20:20 ,iPhone 6,2346733525
264,1264,54,,2346733525-M_Ddx2hzLV4,手枪]！！欢乐喜剧人第二季！今晚见！,01月17日 12:38 ,iPhone 6,2346733525
126,949,11,,2346733525-M_D9GmskqTy,出门打工！收工回“家” [心][祈祷][月亮,2015-12-23 05:02:07 ,iPhone 6,2346733525
120,1344,29,,2346733525-M_D9kiEqmwL,一天天，一年年！一晃过了而立年！不图英明留千古，只求无愧过百年！祈求上苍多保佑，亲人朋友永平安！一切顺利万事顺！开心快乐到永远！[心][祈祷][祈祷][祈祷][祈祷][祈祷,2015-12-20 20:52:19 ,iPhone 6,2346733525
79,633,46,,2346733525-M_D4lVD8c6p,心怀感恩，幸福常在。快乐属于知足者，幸福属于感恩者。用平常心对待生命的每一天，用感恩心对待眼前的每一个人，幸福和快乐就会不请自来。懂得感恩的人，遇到祸也可能变成福；只知抱怨的人，碰上福也可能变成祸。幸福的秘诀，就是不抱怨过去，不迷茫未来，只感恩现在。快乐……开心！晚安[祈祷][月亮,2015-11-18 03:49:34 ,iPhone 6,2346733525
742,1538,101,,1680990025-M_DoojY5MP9,我女儿不肯睡觉，可我困得不行了。[脸红,03月28日 22:41 ,有点萌的iPhone 6s Plus,1680990025
414,1172,499,,1680990025-M_DojmslVp7, （周运）Alex 12星座一周运势（3.28—4.3）博文版：,03月28日 10:03 ,微博 weibo.com,1680990025
395,441,505,,1680990025-M_Dojc1g6VF,太阳或上升双鱼座：你已经感受到近期有太多不确定性，哪怕决定好的或规划好的，临近也要修改或取消。低调些，易因无心的话开罪人（特别是同事和客户）。注意健康，不利投资。有培训、出差、调任、装修、证件办理的机会。职场注意某个同事或上司与你唱反调，周三后有重要通知出现。爱情，是别难为自己。,03月28日 09:37 ,有点萌的iPhone 6s Plus,1680990025
432,617,613,,1680990025-M_Doj9Ro2kf,太阳或上升水瓶座：不要再感情用事，现实一点，近期发生的事让你意识到人情冷暖或见证“现实”。你决定对一些人敞开心扉和关闭心门了。天王星带来房屋、出行、合作、考试方面的进展或回应。财运有回升，但注意财物安全。职场团队内部有新调整或是工作主线调整，低调些避免被刁难。爱情，是依旧容易怀念,03月28日 09:32 ,有点萌的iPhone 6s Plus,1680990025
270,280,294,,1680990025-M_Doj6raLbQ,太阳或上升摩羯座：守护星逆行，某些事想寻求答案和解释（感情和金钱），自己也有逃避的人和事出现。易跟故交联络或故地重游，一些人需处理家庭阻力（矛盾或是情感问题）。利备孕、谈判、签约、出版、装修。职场注意上司阴晴不定，下达的任务有难度，周三后缓解，有新项目落实。爱情，是有后悔的地方。,03月28日 09:24 ,微博 weibo.com,1680990025
289,294,350,,1680990025-M_Doj40bhvm,太阳或上升射手座：土火带来新旧事务的矛盾和取舍，也许要面临多项选择（放弃一些东西）。避免起冲突和争执，万事一个忍字。火星给部分人带来桃花和相亲机会。个人健康下滑。有出差、写作、考试、培训、跳槽的机会。职场交接工作有疏漏或客户临时修改合作创意导致你加班和策划修改。爱情，是不要会错意,03月28日 09:18 ,微博 weibo.com,1680990025
356,368,420,,1680990025-M_Doj1zbNhJ,太阳或上升天蝎座：“动摇”是这周的主题，一个是别人想要说服你，另一个则是你对自己坚信的事情和人有了其他的看法。你需要反思当时“坚持”的原因。注意口舌争论，出行受阻，电子产品出问题以及个人健康下滑的情况。职场来说，新合作出现，但同时注意口舌，部分人有兼职和私活。爱情，是依赖感增加。,03月28日 09:12 ,微博 weibo.com,1680990025
374,396,407,,1680990025-M_DoiZ8bd6Y,太阳或上升天秤座：当发现“那个人不再是你所认为的那样”时，关系就已经转变。很多天秤近期在家庭和人际上出现变化，现在是接受、修复它的时期。本周易跟人起争执。这周开始有培训、出行、考试、体检、整形、搬迁、购置交通工具的机会。职场有小道消息和内部变化，注意站队问题。爱情，是理智处理问题,03月28日 09:06 ,微博 weibo.com,1680990025
282,325,414,,1680990025-M_DoiWHuse7,太阳或上升处女座：告诉自己停止迷茫和犹豫。及时调整方向，有些事的走向并没有按照预期来进行，但周三后有转折。别半推半就答应或委屈自己做一些事（容易损害自己的利益）。本周会收获某个好消息：有关旅行、房屋或人际。职场人事有变化或斗争增加，部分人加班出差。本周有合作错失。爱情，是改变态度,03月28日 09:00 ,微博 weibo.com,1680990025
305,456,508,,1680990025-M_DoiUgw9oc,太阳或上升狮子座：鼓起勇气去做一直想做的事吧，去旅行，去安排跟某人的会面，签订一份合约或办理证件。火星带来活力和自信，低迷的状态会改善，䀉 ,03月27日 19:28 ,三星 GALAXY S5,2121029562
0,3,0,,2121029562-M_DnKrctHw8,我发现男神对我这种普通女孩子来说是让自己变的更优秀的  千万别妄想  也别着急,03月24日 17:09 ,三星 GALAXY S5,2121029562
0,2,0,,2121029562-M_DnrM5rAOe,开心噢[太开心,03月22日 17:38 ,三星 GALAXY S5,2121029562
0,4,0,,2121029562-M_DmSwS2sqw,夸我  不然别说话[doge,03月18日 23:54 ,三星 GALAXY S5,2121029562
1,1,0,,2121029562-M_DmkOiyeQm,压力很大也很害怕[悲伤,03月15日 10:04 ,三星 GALAXY S5,2121029562
1,2,0,,2121029562-M_DmeKpCej8,不知道自己想做什么但是清楚的知道自己不想做什么，不想学习[微笑]一看二级我就恶心干呕想吐[悲伤,03月14日 18:38 ,三星 GALAXY S5,2121029562
1,5,0,,2121029562-M_DlzEHrwwP,舍友的哥哥被哈佛大学研究生录取了  大写的羡慕[求关注][求关注,03月10日 10:01 ,三星 GALAXY S5,2121029562
0,0,0,,2121029562-M_DjcDslVpu,拖了这么久，终于还是把星爷的电影票还掉啦，电影比想象中的好看[太开心,02月23日 19:44 ,三星 GALAXY S5,2121029562
2,0,0,,2121029562-M_Dj49F5z3o,我牙疼可我没有张显宗。[失望,02月22日 22:09 ,三星 GALAXY S5,2121029562
6,1,0,,3219465407-M_Dln2WsWC0,想发一条微博,03月09日 01:55 ,iPhone 6 Plus,3219465407
0,1,0,,3219465407-M_DitnvsNCk,分享图片,02月19日 00:31 ,iPhone 6 Plus,3219465407
11,1,0,,3219465407-M_Di4Z0puhV,“与有情人 做快乐事 别问是劫是缘” “好”,02月16日 10:25 ,iPhone 6 Plus,3219465407
0,2,0,,3219465407-M_Dhp905A0P,听说不是看好的时候对你多好而是坏的时候对你有多差,02月11日 23:54 ,iPhone 6 Plus,3219465407
6,0,0,,3219465407-M_Dg7a612C5,得了一种吃了饭就胃疼的病,02月03日 12:17 ,iPhone 6 Plus,3219465407
0,1,0,,3219465407-M_DevAmeos1,就记得那时候妈妈说 以后一个人在外面 万事随缘别攀缘 攀缘累 我说好,01月23日 22:47 ,iPhone 6 Plus,3219465407
4,0,0,,3219465407-M_DedTxoBaB,谁能凭爱意要富士山私有,01月22日 01:45 ,iPhone 6 Plus,3219465407
0,1,0,,3219465407-M_DcvIocGW0,我的胃是个无底洞,01月10日 19:26 ,iPhone 6 Plus,3219465407
0,2,0,,3219465407-M_Db1eusn90,健康平安喜乐,01月01日 00:00 ,iPhone 6 Plus,3219465407
2,0,0,,3219465407-M_D9AsCBFs7,奶奶 你说永别的意思 是不是就是说 我好想你好想你 但是我再也没有办法让你知道了,2015-12-22 14:00:50 ,iPhone 6 Plus,3219465407
0,0,0,,5597877542-M_DlpjHxOlc,..看了这个 赶紧把自己收的卡拿出来看看....吓死.....还好都是真的[doge] 查看文章,03月09日 07:42 ,markson's Android,5597877542
1,4,1,,5597877542-M_DlkAMgV0i,这里mark是说了嘎嘎吗？[偷笑][偷笑][偷笑][偷笑]ga......gaga.[doge,03月08日 19:40 ,markson's Android,5597877542
0,0,0,,5597877542-M_DjUuOa2T0,自己做的马克的手机壳[羞嗒嗒][羞嗒嗒]好喜欢...,02月28日 11:24 ,markson's Android,5597877542
1,0,1,,5597877542-M_DjUeHBSJJ,三克油→,02月28日 10:44 ,markson's Android,5597877542
0,1,0,,5597877542-M_DjPNS6Ewb,我就是分析了下...没有被翻译到的 嘎嘎和马克的悄悄话....我什么都没有提[笑cry]居然都能猜到是王嘉尔说的！卧槽 宝宝你真的太聪明了啦！[喵喵][喵喵]嘎嘎韩语真的这么好认吗？难怪我搞不清他想表达什么[笑cry][笑cry,02月27日 23:27 ,markson's Android,5597877542
0,0,0,,5597877542-M_DiUwS8EJN,我参与了,02月21日 21:38 ,,5597877542
2,29,0,,5597877542-M_DiHiVF3Af,寄件人王嘉尔！收件人段宜恩！[笑cry][笑cry][笑cry]收到了！,02月20日 11:58 ,markson's Android,5597877542
0,0,2,,5597877542-M_DiCWD85A5,出,02月20日 00:52 ,markson's Android,5597877542
0,4,2,,5597877542-M_Di98OdVsT, ,02月16日 21:00 ,微博 weibo.com,5597877542
0,1,0,,5597877542-M_DhXXsC339, .有什么不对？..难道去翻别人的？[笑cry][笑cry][笑cry] 第一反应就是这个 肿么破！我这个单身狗！[笑cry][笑cry,02月15日 16:32 ,微博 weibo.com,5597877542
560,9816,274,,2409790853-M_Cntsfpg22,My Super Tea�都会讲故事，有人喜欢独享，有人喜欢分享，你会选择什么？[心,今天 03:00 ,搞笑达人,3209782551
69,449,302,,3209782551-M_DopCUqqEx,后舍男孩，这大概是最早的小咖秀吧[笑cry,今天 02:00 ,搞笑达人,3209782551
0,0,0,,5786799950-M_DofJuy6Oa,今晚的目标，2点之前睡着[衰][衰][衰,03月28日 00:49 ,小米手机4,5786799950
0,0,0,"24.79191,102.59863",5786799950-M_DnlG02E5p,失眠好几天[衰][衰][衰] ,03月22日 02:06 ,小米手机4,5786799950
1,1,0,"24.7903,102.60207",5786799950-M_DmJp2CF5s,宝宝是有多倒霉呀，才会遇到这么奇葩的人，我想静静。 ,03月18日 00:40 ,小米手机4,5786799950
0,0,0,,5786799950-M_D9kkCv11g,我知道我有一点强迫症，我也知道人与人之间对同一件事的标准不一样，但是我就是不喜欢总是说谎成性的人，不是迫不得已，也不是所谓善意的谎言，一个鸡毛蒜皮点小事都犯得着说谎来美化自己的人得多虚伪啊，还得和这种人天天见面，不想听的也得装聋子，不想看的得装瞎子，不愿意想的得装傻子。,2015-12-20 20:57:10 ,小米手机4,5786799950
2,2,0,,1937378205-M_DnVfIkouM,要做情绪的主人而不是情绪的奴隶 对吧😋,03月25日 20:40 ,🍌iPhone 6,1937378205
16,2,0,,1937378205-M_DnMo2Cy1P,爱心]️[黄心][绿心][蓝心][紫心][爱心]️[黄心][绿心][蓝心][紫心,03月24日 22:06 ,🍌iPhone 6,1937378205
16,9,0,,1937378205-M_Dlc69feAu,减肥锻炼 [跑,03月07日 22:03 ,🍌iPhone 6,1937378205
13,8,0,,1937378205-M_DjElJbQ0V,帮老爸涂彩页 ,02月26日 18:17 ,🍌iPhone 6,1937378205
24,5,0,,1937378205-M_DjtU7adyy,良心推荐！！好吃！！,02月25日 15:42 ,🍌iPhone 6,1937378205
1,8,0,,1937378205-M_DiVmYaOhU,  有毒。,02月21日 23:47 ,🍌iPhone 6,1937378205
4,9,0,,1937378205-M_DipM33o0S,人脉的重要性。,02月18日 15:21 ,,1937378205
9,9,1,,1937378205-M_Di4zsBx8r, 🙋,02月16日 09:22 ,🍌iPhone 6,1937378205
18,14,0,,1937378205-M_DhMzwCqLV,“别把秘密告诉风 因为它会告诉整片森林”,02月14日 11:33 ,🍌iPhone 6,1937378205
7,9,0,,1937378205-M_DhlQ57sMH,又酸又苦新体验💬,02月11日 15:29 ,iPhone 6,1937378205
0,5,0,,2837061000-M_DnJFlaop5,长达255天的梦啊…第256天就得面对生活了…,03月24日 15:11 ,iPhone 6,2837061000
0,4,0,,2837061000-M_DmObHeFPh,聊天很容易上瘾很容易依赖 干…,03月18日 12:51 ,iPhone 6,2837061000
7,11,0,,2837061000-M_DkUkonfy6,好想回双十啊…就算乔哥再叫我抄两千多字分班规我也在所不辞咯？就是很想你们啊[爱心]️,03月06日 00:48 ,iPhone 6,2837061000
1,6,0,,2837061000-M_DjtB66OXh,晚安晚安～今天还是这里的24号。尹伊大宝贝,02月25日 14:55 ,iPhone 6,2837061000
1,3,0,,2837061000-M_DhUIBnJ6E,情人节快乐[爱心]️,02月15日 08:17 ,iPhone 6,2837061000
4,6,1,,2837061000-M_DfsrnyhvP,很想念李51和龙少 可能是因为他们做僚机都挺棒的 吧 千年难得好僚机 我还有两架[doge][doge][doge]想念你们一波,01月30日 04:37 ,iPhone 6,2837061000
0,1,0,,2837061000-M_DbrKgtYoc,条条中 查看文章,01月03日 19:30 ,iPhone 6,2837061000
0,0,0,,2837061000-M_DaOB0gIyi,我在,2015-12-30 15:50:14 ,小红书_RED,2837061000
1,2,0,,2837061000-M_D8jQaECbY,你们知道什么是照骗吗？这就是,2015-12-14 05:51:51 ,iPhone 6,2837061000
1,9,0,,2837061000-M_D3VNho75A,夸我 啊,2015-11-15 09:17:35 ,iPhone 6,2837061000
1,0,0,,2409910464-M_CdQTorl5y,找不到壁纸了,2015-04-18 16:27:39 ,iPhone 6 Plus,2409910464
1,1,0,,2409910464-M_C2DMDbdRN,在韩国吃喝玩乐，,2015-02-03 22:51:56 ,iPhone 6 Plus,2409910464
1,10,0,,2409910464-M_BCeqY7p3l,最近迷上这对了，迷的不是一点点，差点就要抛弃圭贤了……王嘉尔太帅了，和段宜恩配到都快超过赫海了！[爱你][爱你][爱你][爱你][爱你][爱你,2014-12-24 01:46:32 ,iPhone 6 Plus,2409910464
0,0,0,,2409910464-M_BuUwIEMXg,ヽ( ^∀^)ﾉ我刚刚开始玩echo回声，发现了好多有趣的声音与歌曲，还能做声音表情駱是种怎样的体验？,03月28日 17:05,,1805982651
662,647,5440,,1805982651-M_DolkSm3Sb,求助！事实胜于雄辩啊，怎么才能让妹子相信我！,03月28日 15:05 ,微博 weibo.com,1805982651
3182,5709,7106,,1805982651-M_DojKSsOsV,我戴的手表价格4000块钱，亲戚们问我多少钱买的，我妈却说是淘宝货300块钱。她为什么要这样？,03月28日 11:03,,1805982651
1968,3459,4103,,1805982651-M_DoeETA5gM,30K的金领都感叹撩不到妹子？[doge] ,03月27日 22:05 ,微博 weibo.com,1805982651
2048,2334,924,,1805982651-M_DoaXz9dml,如何评价六小龄童把七龙珠说成“髭毛乍鬼”？,03月27日 12:40,,1805982651
20345,53077,69065,,1805982651-M_Do3g7ERrM,｢有哪些颜值爆表的撩妹零食？｣  ,03月26日 17:03,,1805982651
158,704,262,,1805982651-M_Do21s1Kv9,韩国网友的脑洞真的是大到上天了，看来这个,03月26日 13:55 ,微博 weibo.com,1805982651
7271,24617,22820,,1805982651-M_Do1h9n96p,什么可以提高大学寝室生活的质量？,03月26日 12:00 ,iPhone 6s,1805982651
55,183,137,,2144401454-M_DonWq3yuX,周杰伦北京演唱会万人合唱《七里香》，感慨现场的同时，这相机太屌了吧！让坐VIP的人情何以堪！！！ ,03月28日 21:43 ,秒拍网页版,2144401454
18,127,95,,2144401454-M_DonS7fNod,周杰伦台北演唱会《开不了口》这现场真棒[心][心][心,03月28日 21:32,,2144401454
17,82,38,,2144401454-M_DonhZ7ml5,LOL明星齐唱《听妈妈的话》致敬,03月28日 20:03,,2144401454
121,120,28,,2144401454-M_DomvGhcMi,一人说一个周杰伦代言的品牌，看评论来科普一下[doge][doge][doge,03月28日 18:04,,2144401454
73,199,195,,2144401454-M_Dokkvzomz,周杰伦演唱会上歌迷点歌《夜曲》被感动哭了！ ,03月28日 12:31,,2144401454
8,97,35,,2144401454-M_DoiJ2kbtO,周杰伦《英雄》,03月28日 08:26,,2144401454
35,83,109,,2144401454-M_DofqGxTIn,周杰伦的《蒲公英的约定》填上汪峰的歌词《春天里》竟然毫无违和感[doge][doge][doge,03月28日 00:02,,2144401454
12,83,33,,2144401454-M_Dobvha7Lo,看到K和周杰伦你就点进来了！周杰伦xK《龙战骑士》！ ,03月27日 14:03 ,秒拍网页版,2144401454
10,122,57,,2144401454-M_Do5vpnhOn,【当英雄联盟CG与,03月26日 22:47,,2144401454
16,352,19,,2144401454-M_DnZThsB04,心][心][心,03月26日 08:29,,2144401454
0,0,0,,5881977253-M_Dom2v1KEM, 投保扇贝六级保险，打卡第5天完成5篇文章，50句听力，250个单词，明天继续,03月28日 16:52 ,扇贝单词,5881977253
0,0,0,,5881977253-M_DoeNIzpQK, 投保扇贝六级保险，打卡第4天完成5篇文章，50句听力，250个单词，明天继续,03月27日 22:26 ,扇贝单词,5881977253
0,0,0,,5881977253-M_DnWoFASSl, 投保扇贝六级保险，打卡第3天完成5篇文章，52句听力，250个单词，明天继续,03月25日 23:35 ,扇贝单词,5881977253
0,1,0,,5881977253-M_DnMVDBFh0,累死老子了……,03月24日 23:29 ,扇贝单词,5881977253
1,0,0,,5881977253-M_DnAtenszA, 投保扇贝六级保险，打卡第1天完成5篇文章，50句听力，44个单词，明天继续,03月23日 15:46 ,扇贝单词,5881977253
19601,90381,6007,,1285846970-M_DkR3FjhNh,29了…… 怎么一转眼就29了…… 祝我生日快乐…… 祝大家都好…… 也希望接下来的工作一切顺利…… 也谢谢大家从各个城市赶来为我庆祝生日…… 一切尽在不言中…… 感恩……^_^ 么么哒………,03月05日 16:29 ,iPhone 6s Plus,1285846970
6061,18058,1487,,1285846970-M_Dkeig04Ph,婴宁单元告一段落，谢谢大家的支持和喜欢… 可我看见很多网友都有一个疑问说 唉 这王子服到底是怎么死的… 剧里怎么没交代… 还要怎么交代… 肯定是被人所杀呀… 难道是晒死的…[怒,03月01日 13:48 ,iPhone 6s Plus,1285846970
1975,17513,1024,,1285846970-M_Dk4KQEmHU,还是那句话… 是你的 该你的… 总归会来…… 祝贺… 男神……[玫瑰,02月29日 13:31 ,iPhone 6s Plus,1285846970
5168,37554,2244,,1285846970-M_DjNQYj4WQ,6年… �紧GET起来，查看内容加公，号：jnzmbpl,03月28日 22:52 ,iPhone 6,3241616574
2,7,0,,3241616574-M_DoogYxTEd,cp]真是亲姐啊！脸上的痘痘竟然真的治好了！！[爱你][爱你]感激不尽，谢谢你给了我重生的机会！！跟我一样被痘痘烦恼已久的小伙伴们快去找她,03月28日 22:33 ,360安全浏览器,3241616574
4,81,62,,3241616574-M_Doo3Hxpjg,懒人必备技能*通吃妆搞定一切！ ,03月28日 22:01 ,微博 weibo.com,3241616574
8,25,5,,3241616574-M_Dontk5Llw,如果外面的衣服是留给世界的侧影，那么里面的 b r a 一定是自己生命的底片  +卫：clovevc,03月28日 20:31 ,360安全浏览器,3241616574
14,70,147,,3241616574-M_Donh0fq3j,想要轻松拥有女神完美发型的看过来~ ,03月28日 20:01 ,微博 weibo.com,3241616574
19,91,278,,3241616574-M_Dok8axIkB,美芽美妆*Get三种眉形的画眉技巧，化妆初学者马,03月28日 12:01 ,微博 weibo.com,3241616574
144,917,1999,,3241616574-M_DojlsCI3v,眉毛这玩意说难不难说简单也不简单 因为一直一直很多人都在问如何画好眉毛！|net,03月28日 10:01 ,微博 weibo.com,3241616574
6,113,153,,3241616574-M_DoiyKFyvL,护肤习惯决定女人十年后的美丑,03月28日 08:01 ,微博 weibo.com,3241616574
0,24,1,,3241616574-M_DoeTmsX76,毛孔堵塞疏通小窍门，狙击粗大毛孔打造细腻肌肤，查看内容加公，号：jnzmbpl,03月27日 22:40 ,iPhone 6,3241616574
1175,3924,1765,,2366566374-M_DnVBnmp1B,中国有这样一种水果～[心,03月25日 21:34,,2366566374
